Path,File,Date Acquired,Sample,Misc,,,,,,
C:\msdchem\1\data\Manual\MA_population_6_2016\,MA_Population_58-1.D,6/29/16 7:02, , ,,,,,,
Ion 119.0057-1.D\data.ms,,,,,,,,,,
5.912,0,,,,,,,,,
5.917,0,,,,,,,,,
5.921,0,,,,,,,,,
5.926,0,,,,,,,,,
5.93,0,,,,,,,,,
5.934,0,,,,,,,,,
5.939,0,,,,,,,,,
5.943,0,,,,,,,,,
5.947,0,,,,,,,,,
5.952,0,,,,,,,,,
5.956,0,,,,,,,,,
5.961,0,,,,,,,,,
5.965,0,,,,,,,,,
5.969,0,,,,,,,,,
5.974,0,,,,,,,,,
5.978,0,,,,,,,,,
5.982,0,,,,,,,,,
5.987,0,,,,,,,,,
5.991,0,,,,,,,,,
5.996,0,,,,,,,,,
6,0,,,,,,,,,
6.004,0,,,,,,,,,
6.009,0,,,,,,,,,
6.013,0,,,,,,,,,
6.017,0,,,,,,,,,
6.022,0,,,,,,,,,
6.026,0,,,,,,,,,
6.031,0,,,,,,,,,
6.035,0,,,,,,,,,
6.039,0,,,,,,,,,
6.044,0,,,,,,,,,
6.048,0,,,,,,,,,
6.052,0,,,,,,,,,
6.057,0,,,,,,,,,
6.061,0,,,,,,,,,
6.065,0,,,,,,,,,
6.07,0,,,,,,,,,
6.074,0,,,,,,,,,
6.079,0,,,,,,,,,
6.083,0,,,,,,,,,
6.087,0,,,,,,,,,
6.092,0,,,,,,,,,
6.096,0,,,,,,,,,
6.1,0,,,,,,,,,
6.105,0,,,,,,,,,
6.109,0,,,,,,,,,
6.114,0,,,,,,,,,
6.118,0,,,,,,,,,
6.122,0,,,,,,,,,
6.127,0,,,,,,,,,
6.131,0,,,,,,,,,
6.135,0,,,,,,,,,
6.14,0,,,,,,,,,
6.144,0,,,,,,,,,
6.149,0,,,,,,,,,
6.153,0,,,,,,,,,
6.157,0,,,,,,,,,
6.162,0,,,,,,,,,
6.166,0,,,,,,,,,
6.17,0,,,,,,,,,
6.175,0,,,,,,,,,
6.179,0,,,,,,,,,
6.184,0,,,,,,,,,
6.188,0,,,,,,,,,
6.192,0,,,,,,,,,
6.197,0,,,,,,,,,
6.201,0,,,,,,,,,
6.205,0,,,,,,,,,
6.21,0,,,,,,,,,
6.214,0,,,,,,,,,
6.219,0,,,,,,,,,
6.223,0,,,,,,,,,
6.227,0,,,,,,,,,
6.232,0,,,,,,,,,
6.236,0,,,,,,,,,
6.24,0,,,,,,,,,
6.245,0,,,,,,,,,
6.249,0,,,,,,,,,
6.253,0,,,,,,,,,
6.258,0,,,,,,,,,
6.262,0,,,,,,,,,
6.267,0,,,,,,,,,
6.271,0,,,,,,,,,
6.275,0,,,,,,,,,
6.28,0,,,,,,,,,
6.284,0,,,,,,,,,
6.288,0,,,,,,,,,
6.293,0,,,,,,,,,
6.297,0,,,,,,,,,
6.302,0,,,,,,,,,
6.306,0,,,,,,,,,
6.31,0,,,,,,,,,
6.315,0,,,,,,,,,
6.319,0,,,,,,,,,
6.323,0,,,,,,,,,
6.328,0,,,,,,,,,
6.332,0,,,,,,,,,
6.337,0,,,,,,,,,
6.341,0,,,,,,,,,
6.345,0,,,,,,,,,
6.35,0,,,,,,,,,
6.354,0,,,,,,,,,
6.358,0,,,,,,,,,
6.363,0,,,,,,,,,
6.367,0,,,,,,,,,
6.372,0,,,,,,,,,
6.376,0,,,,,,,,,
6.38,0,,,,,,,,,
6.385,0,,,,,,,,,
6.389,0,,,,,,,,,
6.393,0,,,,,,,,,
6.398,0,,,,,,,,,
6.402,0,,,,,,,,,
6.406,0,,,,,,,,,
6.411,0,,,,,,,,,
6.415,0,,,,,,,,,
6.42,0,,,,,,,,,
6.424,0,,,,,,,,,
6.428,0,,,,,,,,,
6.433,0,,,,,,,,,
6.437,0,,,,,,,,,
6.441,0,,,,,,,,,
6.446,0,,,,,,,,,
6.45,0,,,,,,,,,
6.455,0,,,,,,,,,
6.459,0,,,,,,,,,
6.463,0,,,,,,,,,
6.468,0,,,,,,,,,
6.472,0,,,,,,,,,
6.476,0,,,,,,,,,
6.481,0,,,,,,,,,
6.485,0,,,,,,,,,
6.49,0,,,,,,,,,
6.494,0,,,,,,,,,
6.498,0,,,,,,,,,
6.503,0,,,,,,,,,
6.507,0,,,,,,,,,
6.511,0,,,,,,,,,
6.516,0,,,,,,,,,
6.52,0,,,,,,,,,
6.525,0,,,,,,,,,
6.529,0,,,,,,,,,
6.533,0,,,,,,,,,
6.538,0,,,,,,,,,
6.542,0,,,,,,,,,
6.546,0,,,,,,,,,
6.551,0,,,,,,,,,
6.555,0,,,,,,,,,
6.559,0,,,,,,,,,
6.564,0,,,,,,,,,
6.568,0,,,,,,,,,
6.573,0,,,,,,,,,
6.577,0,,,,,,,,,
6.581,0,,,,,,,,,
6.586,0,,,,,,,,,
6.59,0,,,,,,,,,
6.594,0,,,,,,,,,
6.599,0,,,,,,,,,
6.603,0,,,,,,,,,
6.608,0,,,,,,,,,
6.612,0,,,,,,,,,
6.616,0,,,,,,,,,
6.621,0,,,,,,,,,
6.625,0,,,,,,,,,
6.629,0,,,,,,,,,
6.634,0,,,,,,,,,
6.638,0,,,,,,,,,
6.643,0,,,,,,,,,
6.647,0,,,,,,,,,
6.651,0,,,,,,,,,
6.656,0,,,,,,,,,
6.66,0,,,,,,,,,
6.664,0,,,,,,,,,
6.669,0,,,,,,,,,
6.673,0,,,,,,,,,
6.678,0,,,,,,,,,
6.682,0,,,,,,,,,
6.686,0,,,,,,,,,
6.691,0,,,,,,,,,
6.695,0,,,,,,,,,
6.699,0,,,,,,,,,
6.704,0,,,,,,,,,
6.708,0,,,,,,,,,
6.712,0,,,,,,,,,
6.717,0,,,,,,,,,
6.721,0,,,,,,,,,
6.726,0,,,,,,,,,
6.73,0,,,,,,,,,
6.734,0,,,,,,,,,
6.739,0,,,,,,,,,
6.743,0,,,,,,,,,
6.747,0,,,,,,,,,
6.752,0,,,,,,,,,
6.756,0,,,,,,,,,
6.761,0,,,,,,,,,
6.765,0,,,,,,,,,
6.769,0,,,,,,,,,
6.774,0,,,,,,,,,
6.778,0,,,,,,,,,
6.782,0,,,,,,,,,
6.787,0,,,,,,,,,
6.791,0,,,,,,,,,
6.796,0,,,,,,,,,
6.8,0,,,,,,,,,
6.804,0,,,,,,,,,
6.809,0,,,,,,,,,
6.813,0,,,,,,,,,
6.817,0,,,,,,,,,
6.822,0,,,,,,,,,
6.826,0,,,,,,,,,
6.831,0,,,,,,,,,
6.835,0,,,,,,,,,
6.839,0,,,,,,,,,
6.844,0,,,,,,,,,
6.848,0,,,,,,,,,
6.852,0,,,,,,,,,
6.857,0,,,,,,,,,
6.861,0,,,,,,,,,
6.865,0,,,,,,,,,
6.87,0,,,,,,,,,
6.874,0,,,,,,,,,
6.879,0,,,,,,,,,
6.883,0,,,,,,,,,
6.887,0,,,,,,,,,
6.892,0,,,,,,,,,
6.896,0,,,,,,,,,
6.9,0,,,,,,,,,
6.905,0,,,,,,,,,
6.909,0,,,,,,,,,
6.914,0,,,,,,,,,
6.918,0,,,,,,,,,
6.922,0,,,,,,,,,
6.927,0,,,,,,,,,
6.931,0,,,,,,,,,
6.935,0,,,,,,,,,
6.94,0,,,,,,,,,
6.944,0,,,,,,,,,
6.949,0,,,,,,,,,
6.953,0,,,,,,,,,
6.957,0,,,,,,,,,
6.962,0,,,,,,,,,
6.966,0,,,,,,,,,
6.97,0,,,,,,,,,
6.975,0,,,,,,,,,
6.979,0,,,,,,,,,
6.984,0,,,,,,,,,
6.988,0,,,,,,,,,
6.992,0,,,,,,,,,
6.997,0,,,,,,,,,
7.001,0,,,,,,,,,
7.005,0,,,,,,,,,
7.01,0,,,,,,,,,
7.014,0,,,,,,,,,
7.018,0,,,,,,,,,
7.023,0,,,,,,,,,
7.027,0,,,,,,,,,
7.032,0,,,,,,,,,
7.036,0,,,,,,,,,
7.04,0,,,,,,,,,
7.045,0,,,,,,,,,
7.049,0,,,,,,,,,
7.053,0,,,,,,,,,
7.058,0,,,,,,,,,
7.062,0,,,,,,,,,
7.067,0,,,,,,,,,
7.071,0,,,,,,,,,
7.075,0,,,,,,,,,
7.08,0,,,,,,,,,
7.084,0,,,,,,,,,
7.088,0,,,,,,,,,
7.093,0,,,,,,,,,
7.097,0,,,,,,,,,
7.102,0,,,,,,,,,
7.106,0,,,,,,,,,
7.11,0,,,,,,,,,
7.115,0,,,,,,,,,
7.119,0,,,,,,,,,
7.123,0,,,,,,,,,
7.128,0,,,,,,,,,
7.132,0,,,,,,,,,
7.137,0,,,,,,,,,
7.141,0,,,,,,,,,
7.145,0,,,,,,,,,
7.15,0,,,,,,,,,
7.154,0,,,,,,,,,
7.158,0,,,,,,,,,
7.163,0,,,,,,,,,
7.167,0,,,,,,,,,
7.171,0,,,,,,,,,
7.176,0,,,,,,,,,
7.18,0,,,,,,,,,
7.185,0,,,,,,,,,
7.189,0,,,,,,,,,
7.193,0,,,,,,,,,
7.198,0,,,,,,,,,
7.202,0,,,,,,,,,
7.206,0,,,,,,,,,
7.211,0,,,,,,,,,
7.215,0,,,,,,,,,
7.22,0,,,,,,,,,
7.224,0,,,,,,,,,
7.228,0,,,,,,,,,
7.233,0,,,,,,,,,
7.237,0,,,,,,,,,
7.241,0,,,,,,,,,
7.246,0,,,,,,,,,
7.25,0,,,,,,,,,
7.255,0,,,,,,,,,
7.259,0,,,,,,,,,
7.263,0,,,,,,,,,
7.268,0,,,,,,,,,
7.272,0,,,,,,,,,
7.276,0,,,,,,,,,
7.281,0,,,,,,,,,
7.285,0,,,,,,,,,
7.29,0,,,,,,,,,
7.294,0,,,,,,,,,
7.298,0,,,,,,,,,
7.303,0,,,,,,,,,
7.307,0,,,,,,,,,
7.311,0,,,,,,,,,
7.316,0,,,,,,,,,
7.32,0,,,,,,,,,
7.324,0,,,,,,,,,
7.329,0,,,,,,,,,
7.333,0,,,,,,,,,
7.338,0,,,,,,,,,
7.342,0,,,,,,,,,
7.346,0,,,,,,,,,
7.351,0,,,,,,,,,
7.355,0,,,,,,,,,
7.359,0,,,,,,,,,
7.364,0,,,,,,,,,
7.368,0,,,,,,,,,
7.373,0,,,,,,,,,
7.377,0,,,,,,,,,
7.381,0,,,,,,,,,
7.386,0,,,,,,,,,
7.39,0,,,,,,,,,
7.394,0,,,,,,,,,
7.399,0,,,,,,,,,
7.403,0,,,,,,,,,
7.408,0,,,,,,,,,
7.412,0,,,,,,,,,
7.416,0,,,,,,,,,
7.421,0,,,,,,,,,
7.427,0,,,,,,,,,
7.434,0,,,,,,,,,
7.44,0,,,,,,,,,
7.447,0,,,,,,,,,
7.453,0,,,,,,,,,
7.46,0,,,,,,,,,
7.466,0,,,,,,,,,
7.473,0,,,,,,,,,
7.479,0,,,,,,,,,
7.486,0,,,,,,,,,
7.492,0,,,,,,,,,
7.499,0,,,,,,,,,
7.505,0,,,,,,,,,
7.512,0,,,,,,,,,
7.518,0,,,,,,,,,
7.525,0,,,,,,,,,
7.531,0,,,,,,,,,
7.538,0,,,,,,,,,
7.544,0,,,,,,,,,
7.551,0,,,,,,,,,
7.557,0,,,,,,,,,
7.564,0,,,,,,,,,
7.57,0,,,,,,,,,
7.577,0,,,,,,,,,
7.583,0,,,,,,,,,
7.59,0,,,,,,,,,
7.596,0,,,,,,,,,
7.603,0,,,,,,,,,
7.609,0,,,,,,,,,
7.616,0,,,,,,,,,
7.622,0,,,,,,,,,
7.625,0,,,,,,,,,
7.627,0,,,,,,,,,
7.629,0,,,,,,,,,
7.631,0,,,,,,,,,
7.634,0,,,,,,,,,
7.636,0,,,,,,,,,
7.638,0,,,,,,,,,
7.64,0,,,,,,,,,
7.642,0,,,,,,,,,
7.645,0,,,,,,,,,
7.647,0,,,,,,,,,
7.649,0,,,,,,,,,
7.651,0,,,,,,,,,
7.654,0,,,,,,,,,
7.656,0,,,,,,,,,
7.658,0,,,,,,,,,
7.66,0,,,,,,,,,
7.663,0,,,,,,,,,
7.665,0,,,,,,,,,
7.667,0,,,,,,,,,
7.669,0,,,,,,,,,
7.672,0,,,,,,,,,
7.674,0,,,,,,,,,
7.676,0,,,,,,,,,
7.678,0,,,,,,,,,
7.68,0,,,,,,,,,
7.683,0,,,,,,,,,
7.685,0,,,,,,,,,
7.687,0,,,,,,,,,
7.689,0,,,,,,,,,
7.692,0,,,,,,,,,
7.694,0,,,,,,,,,
7.696,0,,,,,,,,,
7.698,0,,,,,,,,,
7.701,0,,,,,,,,,
7.703,0,,,,,,,,,
7.705,0,,,,,,,,,
7.707,0,,,,,,,,,
7.71,0,,,,,,,,,
7.712,0,,,,,,,,,
7.714,0,,,,,,,,,
7.716,0,,,,,,,,,
7.718,0,,,,,,,,,
7.721,0,,,,,,,,,
7.723,0,,,,,,,,,
7.725,0,,,,,,,,,
7.727,0,,,,,,,,,
7.73,0,,,,,,,,,
7.732,0,,,,,,,,,
7.734,0,,,,,,,,,
7.736,0,,,,,,,,,
7.739,0,,,,,,,,,
7.741,0,,,,,,,,,
7.743,0,,,,,,,,,
7.745,0,,,,,,,,,
7.748,0,,,,,,,,,
7.75,0,,,,,,,,,
7.752,0,,,,,,,,,
7.754,0,,,,,,,,,
7.756,0,,,,,,,,,
7.759,0,,,,,,,,,
7.761,0,,,,,,,,,
7.763,0,,,,,,,,,
7.765,0,,,,,,,,,
7.768,0,,,,,,,,,
7.77,0,,,,,,,,,
7.772,0,,,,,,,,,
7.774,0,,,,,,,,,
7.777,0,,,,,,,,,
7.779,0,,,,,,,,,
7.781,0,,,,,,,,,
7.783,0,,,,,,,,,
7.786,0,,,,,,,,,
7.788,0,,,,,,,,,
7.79,0,,,,,,,,,
7.792,0,,,,,,,,,
7.795,0,,,,,,,,,
7.797,0,,,,,,,,,
7.799,0,,,,,,,,,
7.801,0,,,,,,,,,
7.803,0,,,,,,,,,
7.806,0,,,,,,,,,
7.808,0,,,,,,,,,
7.81,0,,,,,,,,,
7.812,0,,,,,,,,,
7.815,0,,,,,,,,,
7.817,0,,,,,,,,,
7.819,0,,,,,,,,,
7.821,0,,,,,,,,,
7.824,0,,,,,,,,,
7.826,0,,,,,,,,,
7.828,0,,,,,,,,,
7.83,0,,,,,,,,,
7.833,0,,,,,,,,,
7.835,0,,,,,,,,,
7.837,0,,,,,,,,,
7.839,0,,,,,,,,,
7.841,0,,,,,,,,,
7.844,0,,,,,,,,,
7.846,0,,,,,,,,,
7.848,0,,,,,,,,,
7.85,0,,,,,,,,,
7.853,0,,,,,,,,,
7.855,0,,,,,,,,,
7.857,0,,,,,,,,,
7.859,0,,,,,,,,,
7.862,0,,,,,,,,,
7.864,0,,,,,,,,,
7.866,0,,,,,,,,,
7.868,0,,,,,,,,,
7.871,0,,,,,,,,,
7.873,0,,,,,,,,,
7.875,0,,,,,,,,,
7.877,0,,,,,,,,,
7.879,0,,,,,,,,,
7.882,0,,,,,,,,,
7.884,0,,,,,,,,,
7.886,0,,,,,,,,,
7.888,0,,,,,,,,,
7.891,0,,,,,,,,,
7.893,0,,,,,,,,,
7.895,0,,,,,,,,,
7.897,0,,,,,,,,,
7.9,0,,,,,,,,,
7.902,0,,,,,,,,,
7.904,0,,,,,,,,,
7.906,0,,,,,,,,,
7.909,0,,,,,,,,,
7.911,0,,,,,,,,,
7.913,0,,,,,,,,,
7.915,0,,,,,,,,,
7.917,0,,,,,,,,,
7.92,0,,,,,,,,,
7.922,0,,,,,,,,,
7.924,0,,,,,,,,,
7.926,0,,,,,,,,,
7.929,0,,,,,,,,,
7.931,0,,,,,,,,,
7.933,0,,,,,,,,,
7.935,0,,,,,,,,,
7.938,0,,,,,,,,,
7.94,0,,,,,,,,,
7.942,0,,,,,,,,,
7.944,0,,,,,,,,,
7.947,0,,,,,,,,,
7.949,0,,,,,,,,,
7.951,0,,,,,,,,,
7.953,0,,,,,,,,,
7.955,0,,,,,,,,,
7.958,0,,,,,,,,,
7.96,0,,,,,,,,,
7.962,0,,,,,,,,,
7.964,0,,,,,,,,,
7.967,0,,,,,,,,,
7.969,0,,,,,,,,,
7.971,0,,,,,,,,,
7.973,0,,,,,,,,,
7.976,0,,,,,,,,,
7.978,0,,,,,,,,,
7.98,0,,,,,,,,,
7.982,0,,,,,,,,,
7.985,0,,,,,,,,,
7.987,0,,,,,,,,,
7.989,0,,,,,,,,,
7.991,0,,,,,,,,,
7.993,0,,,,,,,,,
7.996,0,,,,,,,,,
7.998,0,,,,,,,,,
8,0,,,,,,,,,
8.002,0,,,,,,,,,
8.005,0,,,,,,,,,
8.007,0,,,,,,,,,
8.009,0,,,,,,,,,
8.011,0,,,,,,,,,
8.014,0,,,,,,,,,
8.016,0,,,,,,,,,
8.018,0,,,,,,,,,
8.02,0,,,,,,,,,
8.023,0,,,,,,,,,
8.025,0,,,,,,,,,
8.027,0,,,,,,,,,
8.029,0,,,,,,,,,
8.031,0,,,,,,,,,
8.034,0,,,,,,,,,
8.036,0,,,,,,,,,
8.038,0,,,,,,,,,
8.04,0,,,,,,,,,
8.043,0,,,,,,,,,
8.045,0,,,,,,,,,
8.047,0,,,,,,,,,
8.049,0,,,,,,,,,
8.052,0,,,,,,,,,
8.054,0,,,,,,,,,
8.056,0,,,,,,,,,
8.058,0,,,,,,,,,
8.061,0,,,,,,,,,
8.063,0,,,,,,,,,
8.065,0,,,,,,,,,
8.067,0,,,,,,,,,
8.069,0,,,,,,,,,
8.072,0,,,,,,,,,
8.074,0,,,,,,,,,
8.076,0,,,,,,,,,
8.078,0,,,,,,,,,
8.081,0,,,,,,,,,
8.083,0,,,,,,,,,
8.085,0,,,,,,,,,
8.087,0,,,,,,,,,
8.09,0,,,,,,,,,
8.092,0,,,,,,,,,
8.094,0,,,,,,,,,
8.096,0,,,,,,,,,
8.099,0,,,,,,,,,
8.101,0,,,,,,,,,
8.103,0,,,,,,,,,
8.105,0,,,,,,,,,
8.107,0,,,,,,,,,
8.11,0,,,,,,,,,
8.112,0,,,,,,,,,
8.114,0,,,,,,,,,
8.116,0,,,,,,,,,
8.119,0,,,,,,,,,
8.121,0,,,,,,,,,
8.123,0,,,,,,,,,
8.125,0,,,,,,,,,
8.128,0,,,,,,,,,
8.13,0,,,,,,,,,
8.132,0,,,,,,,,,
8.134,0,,,,,,,,,
8.137,0,,,,,,,,,
8.139,0,,,,,,,,,
8.141,0,,,,,,,,,
8.143,0,,,,,,,,,
8.146,0,,,,,,,,,
8.148,0,,,,,,,,,
8.15,0,,,,,,,,,
8.152,0,,,,,,,,,
8.154,0,,,,,,,,,
